word,true_stem,stem
ꯁꯦꯕꯥ,ꯁꯦ,ꯁꯦ
ꯑꯃꯨꯛ,ꯃꯨꯛ,ꯃꯨꯛ
ꯑꯗꯨꯃꯛ,ꯗꯨ,ꯗꯨ
ꯀꯅꯥꯒꯤ,ꯀ,ꯀ
ꯍꯥꯢꯕꯥ,ꯍꯥꯢ,ꯍꯥꯢ
ꯖꯥꯇꯤꯒꯤ,ꯖꯥ,ꯖꯥ
ꯑꯅꯥꯕꯁꯤꯡ,ꯅꯥ,ꯅꯥ
ꯇꯜꯂꯤꯗꯥ,ꯇꯜ,ꯇꯜ
ꯂꯨꯝꯕꯨ,ꯂꯨꯝ,ꯂꯨꯝ
ꯊꯔꯝꯕꯥ,ꯊ,ꯊ
ꯍꯦꯛꯇ,ꯍꯦꯛ,ꯍꯦꯛ
ꯊꯤꯡꯈꯤꯕꯒꯤ,ꯊꯤꯡ,ꯊꯤꯡ
ꯍꯪꯒꯠꯅꯥ,ꯍꯪ,ꯍꯪ
ꯇꯥꯔꯦꯠ,ꯇꯥ,ꯇꯥꯔꯦꯠ
ꯃꯤꯀꯧ,ꯃꯤ,ꯃꯤꯀꯧ
ꯃꯤꯔꯝ,ꯃꯤ,ꯃꯤ
ꯐꯝꯁꯤꯡꯒꯥ,ꯐꯝ,ꯐꯝ
ꯊꯦꯝꯖꯤꯟꯗꯨꯅꯥ,ꯊꯦꯝ,ꯊꯦꯝ
ꯄꯦꯟꯅ,ꯄꯦꯟ,ꯄꯦꯟ
ꯔꯦꯅꯨꯒꯤ,ꯔꯦ,ꯔꯦ
ꯐꯥꯁꯤ,ꯐꯥ,ꯐꯥ
ꯑꯗꯨꯅꯗꯤ,ꯗꯨ,ꯗꯨ
ꯑꯐꯕ,ꯐ,ꯐ
ꯈꯥꯢꯗꯣꯛꯂꯤꯕꯥ,ꯈꯥꯢ,ꯈꯥꯢ
ꯅꯥꯠꯀꯤ,ꯅꯥꯠ,ꯅꯥꯠ
ꯑꯁꯤꯒꯥ,ꯁꯤ,ꯁꯤ
ꯏꯃꯥꯅ,ꯃꯥ,ꯃꯥ
ꯑꯃꯃꯨꯛ,ꯑ,ꯃ
ꯃꯄꯥꯅꯥ,ꯄꯥ,ꯄꯥ
ꯁꯦꯕ,ꯁꯦ,ꯁꯦ
ꯍꯣꯡꯕꯒꯤ,ꯍꯣꯡ,ꯍꯣꯡ
ꯁꯦꯕꯥꯁꯨ,ꯁꯦ,ꯁꯦ
ꯏꯕꯅꯤ,ꯏ,ꯕ
ꯐꯥꯕꯥ,ꯐꯥ,ꯐꯥ
ꯃꯊꯪꯗ,ꯊꯪ,ꯊꯪ
ꯇꯁꯤꯟꯅꯕꯥ,ꯇ,ꯇ
ꯍꯣꯡꯗꯣꯛꯂꯕꯥ,ꯍꯣꯡ,ꯍꯣꯡ
ꯂꯥꯏꯗꯥ,ꯂꯥꯏ,ꯂꯥꯏ
ꯁꯥꯔꯦ,ꯁꯥ,ꯁꯥ
ꯊꯕꯛꯁꯤꯡꯁꯨ,ꯊ,ꯊ
ꯃꯤꯅꯤꯔ,ꯃꯤ,ꯃꯤ
ꯁꯅꯅꯥ,ꯁ,ꯁ
ꯄꯥꯡꯅꯔꯛꯂꯤꯕꯥ,ꯄꯥꯡ,ꯄꯥꯡ
ꯁꯨꯈꯤꯗꯕꯅꯤ,ꯁꯨ,ꯁꯨ
ꯈꯦꯟꯅꯕꯒꯤ,ꯈꯦꯟ,ꯈꯦꯟ
ꯍꯥꯢꯖꯥꯔꯒꯦ,ꯍꯥꯢ,ꯍꯥꯢ
ꯃꯥꯕꯨ,ꯃꯥ,ꯃꯥ
ꯐꯔꯅꯤ,ꯐ,ꯐ
ꯏꯆꯥ,ꯆꯥ,ꯆꯥ
ꯄꯦꯟꯅꯥ,ꯄꯦꯟ,ꯄꯦꯟ
ꯑꯊꯨꯕꯥ,ꯊꯨ,ꯊꯨ
ꯇꯝꯖꯥꯕꯗ,ꯇꯝ,ꯇꯝ
ꯃꯔꯦꯡ,ꯔꯦꯡ,ꯔꯦꯡ
ꯇꯗꯅꯥ,ꯇ,ꯇ
ꯄꯥꯟꯕꯗꯒꯤ,ꯄꯥꯟ,ꯄꯥꯟ
ꯁꯦꯟꯅꯕꯒꯤ,ꯁꯦꯟ,ꯁꯦꯟ
ꯀꯥꯟꯅꯍꯟꯕꯥ,ꯀꯥꯟ,ꯀꯥꯟ
ꯍꯥꯢꯔꯒꯥ,ꯍꯥꯢ,ꯍꯥꯢ
ꯄꯥꯕꯗꯥ,ꯄꯥ,ꯄꯥ
ꯂꯦꯡꯕꯗꯥ,ꯂꯦꯡ,ꯂꯦꯡ
ꯈꯪꯍꯟꯅꯕ,ꯈꯪ,ꯈꯪ
ꯐꯖꯥꯗꯦ,ꯐ,ꯐ
ꯃꯤꯗꯤ,ꯃꯤ,ꯃꯤ
ꯍꯥꯏꯔꯦ,ꯍꯥꯏ,ꯍꯥꯏ
ꯀꯕꯤꯅ,ꯀ,ꯀ
ꯊꯦꯡꯅꯕꯒꯤ,ꯊꯦꯡ,ꯊꯦꯡ
ꯈꯥꯏꯗꯣꯛꯅꯕꯥ,ꯈꯥꯏ,ꯈꯥꯏ
ꯍꯥꯢꯕꯅꯤ,ꯍꯥꯢ,ꯍꯥꯢ
ꯄꯤꯁꯤꯟꯅꯕꯒꯤ,ꯄꯤ,ꯄꯤ
ꯊꯕꯤ,ꯊ,ꯊ
ꯍꯥꯢꯗꯦ,ꯍꯥꯢ,ꯍꯥꯢ
ꯐꯪꯂꯦ,ꯐꯪ,ꯐꯪ
ꯍꯥꯏꯕꯒꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯄꯥꯢꯈꯠꯂꯦ,ꯄꯥꯢ,ꯄꯥꯢ
ꯐꯪꯍꯟꯕꯤꯌꯨ,ꯐꯪ,ꯐꯪ
ꯄꯥꯔꯦ,ꯄꯥ,ꯄꯥ
ꯃꯅꯨꯡꯗꯗꯥ,ꯅꯨꯡ,ꯅꯨꯡ
ꯈꯟꯈꯤꯕꯒꯦ,ꯈꯟ,ꯈꯟ
ꯇꯈꯤꯕꯗꯨ,ꯇ,ꯇ
ꯃꯤꯑꯣꯢꯁꯤꯡꯅꯥ,ꯃꯤ,ꯃꯤ
ꯃꯈꯥꯗꯁꯨ,ꯈꯥ,ꯈꯥ
ꯄꯥꯏꯗꯨꯅꯥ,ꯄꯥꯏ,ꯄꯥꯏ
ꯈꯖꯥꯢ,ꯈꯖꯥꯢ,ꯈꯖꯥꯢ
ꯏꯔꯨꯕꯒꯤ,ꯏ,ꯔꯨ
ꯀꯕꯤꯅꯥ,ꯀ,ꯀ
ꯍꯥꯢꯗꯨꯅꯥ,ꯍꯥꯢ,ꯍꯥꯢ
ꯃꯨꯕꯥ,ꯃꯨ,ꯃꯨ
ꯆꯥꯏꯔꯤꯕꯥ,ꯆꯥꯏ,ꯆꯥꯏ
ꯀꯦꯒꯦ,ꯀꯦ,ꯀꯦ
ꯂꯥꯏꯒꯥ,ꯂꯥꯏ,ꯂꯥꯏ
ꯆꯥꯏꯔꯕꯥ,ꯆꯥꯏ,ꯆꯥꯏ
ꯀꯅꯥꯕꯨ,ꯀ,ꯀ
ꯀꯦꯕꯤꯕ,ꯀꯦ,ꯀꯦ
ꯊꯕꯗꯒꯤ,ꯊ,ꯊ
ꯃꯗꯨꯅꯥ,ꯃ,ꯗꯨ
ꯅꯥꯄꯤꯗꯤ,ꯅꯥ,ꯅꯥ
ꯆꯥꯃꯤꯟꯅꯕ,ꯆꯥ,ꯆꯥ
ꯆꯥꯏꯔꯛꯈꯤꯕꯥ,ꯆꯥꯏ,ꯆꯥꯏ
ꯃꯔꯨꯞ,ꯔꯨꯞ,ꯔꯨꯞ
ꯊꯈꯤꯒꯅꯤ,ꯊ,ꯊ
ꯏꯅꯈꯤ,ꯏ,ꯅ
ꯊꯝꯈꯤ,ꯊꯝ,ꯊꯝ
ꯆꯥꯔꯤ,ꯆꯥ,ꯆꯥ
ꯀꯤꯗꯨꯅꯥ,ꯀꯤ,ꯀꯤ
ꯁꯥꯟꯅꯈꯤ,ꯁꯥꯟ,ꯁꯥꯟ
ꯐꯪꯒꯅꯤ,ꯐꯪ,ꯐꯪ
ꯑꯣꯏꯅ,ꯑꯣꯏ,ꯑꯣꯏ
ꯂꯥꯛ,ꯂꯥꯛ,ꯂꯥꯛ
ꯍꯥꯏꯕꯗꯨꯅꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯃꯍꯧꯁꯥꯗ,ꯍꯧ,ꯍꯧ
ꯅꯨꯡꯁꯤꯕꯒꯤ,ꯅꯨꯡ,ꯅꯨꯡ
ꯂꯩꯇꯦ,ꯂꯩ,ꯂꯩ
ꯃꯍꯧꯁꯥꯒꯤ,ꯍꯧ,ꯍꯧ
ꯒꯨꯟ,ꯒꯨꯟ,ꯒꯨꯟ
ꯑꯁꯤꯗ,ꯁꯤ,ꯁꯤ
ꯂꯩꯕꯗꯤ,ꯂꯩ,ꯂꯩ
ꯑꯣꯏꯒꯅꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯂꯣꯏꯁꯤꯜꯂꯝꯕ,ꯂꯣꯏ,ꯂꯣꯏ
ꯃꯍꯧꯁꯥꯒꯤꯁꯨ,ꯍꯧ,ꯍꯧ
ꯃꯥꯡꯗ,ꯃꯥꯡ,ꯃꯥꯡ
ꯃꯗꯨꯁꯨ,ꯗꯨ,ꯗꯨ
ꯇꯣꯏꯅꯥꯂꯩꯕꯅꯤ,ꯇꯣꯏ,ꯇꯣꯏ
ꯃꯤꯑꯣꯢꯕ,ꯃꯤ,ꯃꯤ
ꯃꯍꯧꯁꯥꯒꯤꯗꯃꯛꯇꯗꯤ,ꯍꯧ,ꯍꯧ
ꯁꯥꯟꯅꯕ,ꯁꯥꯟ,ꯁꯥꯟ
ꯅꯥꯠꯀꯤꯅꯤ,ꯅꯥꯠ,ꯅꯥꯠ
ꯂꯣꯏꯗꯦ,ꯂꯣꯏ,ꯂꯣꯏ
ꯅꯨꯡꯉꯥꯢ,ꯅꯨꯡ,ꯅꯨꯡ
ꯊꯣꯛꯇꯦ,ꯊꯣꯛ,ꯊꯣꯛ
ꯂꯩꯕꯥꯛꯀꯤ,ꯂꯩ,ꯂꯩ
ꯇꯦꯡꯕꯅꯤ,ꯇꯦꯡ,ꯇꯦꯡ
ꯑꯣꯏꯕꯒꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯅꯨꯡꯉꯥꯢꯕ,ꯅꯨꯡ,ꯅꯨꯡ
ꯑꯗꯨꯗꯤ,ꯗꯨ,ꯗꯨ
ꯁꯨꯕ,ꯁꯨ,ꯁꯨ
ꯁꯪꯂꯕꯅꯤ,ꯁꯪ,ꯁꯪ
ꯁꯪꯕ,ꯁꯪ,ꯁꯪ
ꯑꯇꯣꯞꯄ,ꯇꯣꯞ,ꯇꯣꯞ
ꯅꯨꯡꯉꯥꯢꯕꯒꯤ,ꯅꯨꯡ,ꯅꯨꯡ
ꯄꯥꯛꯊꯣꯛꯂꯕ,ꯄꯥꯛ,ꯄꯥꯛ
ꯄꯥꯛꯊꯣꯛꯂꯨꯕꯗꯤ,ꯄꯥꯛ,ꯄꯥꯛ
ꯃꯣꯏ,ꯃꯣꯏ,ꯃꯣꯏ
ꯇꯩꯕꯗꯤ,ꯇꯩ,ꯇꯩ
ꯅꯤꯡꯇꯝ,ꯅꯤꯡ,ꯅꯤꯡ
ꯑꯍꯥꯟꯕꯗꯤ,ꯍꯥꯟ,ꯍꯥꯟ
ꯑꯁꯤꯗꯤ,ꯁꯤ,ꯁꯤ
ꯑꯣꯏꯕꯅ,ꯑꯣꯏ,ꯑꯣꯏ
ꯅꯨꯡꯉꯥꯢꯕꯗꯤ,ꯅꯨꯡ,ꯅꯨꯡ
ꯄꯥꯛꯊꯣꯛꯇꯦ,ꯄꯥꯛ,ꯄꯥꯛ
ꯄꯥꯡꯊꯣꯛꯄꯥ,ꯄꯥꯡ,ꯄꯥꯡ
ꯈꯣꯡꯅ,ꯈꯣꯡ,ꯈꯣꯡ
ꯇꯧꯕ,ꯇꯧ,ꯇꯧ
ꯂꯩꯕꯥꯛꯅꯤ,ꯂꯩ,ꯂꯩ
ꯑꯁꯨꯝꯅ,ꯁꯨꯝ,ꯁꯨꯝ
ꯊꯣꯏꯗꯣꯛꯅ,ꯊꯣꯏ,ꯊꯣꯏ
ꯇꯨꯝꯕꯗꯤ,ꯇꯨꯝ,ꯇꯨꯝ
ꯅꯥꯏꯇꯣꯝ,ꯅꯥꯏ,ꯅꯥꯏꯇꯣꯝ
ꯅꯥꯏꯇꯣꯝꯕꯨ,ꯅꯥꯏ,ꯅꯥꯏꯇꯣꯝ
ꯁꯣꯏꯗꯅꯕꯅꯤ,ꯁꯣꯏ,ꯁꯣꯏ
ꯑꯗꯨꯒ,ꯗꯨ,ꯗꯨ
ꯏꯪ,ꯏꯪ,ꯏꯪ
ꯂꯩꯔꯕ,ꯂꯩ,ꯂꯩ
ꯑꯣꯏꯊꯣꯛꯇꯦ,ꯑꯣꯏ,ꯑꯣꯏ
ꯑꯗꯨꯅ,ꯗꯨ,ꯗꯨ
ꯃꯁꯤꯒꯤꯗꯃꯛ,ꯁꯤ,ꯁꯤ
ꯑꯣꯢꯔꯣꯢꯗꯕꯅꯤ,ꯑꯣꯢ,ꯑꯣꯢ
ꯃꯁꯛꯅꯤ,ꯁꯛ,ꯁꯛ
ꯇꯨꯝꯕꯗꯨꯗꯤ,ꯇꯨꯝ,ꯇꯨꯝ
ꯄꯥꯡꯊꯣꯛꯅꯕꯅꯤ,ꯄꯥꯡ,ꯄꯥꯡ
ꯃꯣꯏꯕ,ꯃꯣꯏ,ꯃꯣꯏ
ꯃꯍꯧꯁꯥ,ꯍꯧ,ꯍꯧ
ꯂꯥꯏꯗꯅꯕ,ꯂꯥꯏ,ꯂꯥꯏ
ꯑꯣꯏꯅꯕꯗꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯇꯨꯝꯕꯗꯨ,ꯇꯨꯝ,ꯇꯨꯝ
ꯄꯥꯡꯊꯣꯛꯂꯕ,ꯄꯥꯡ,ꯄꯥꯡ
ꯃꯣꯏꯒꯤꯗꯃꯛ,ꯃꯣꯏ,ꯃꯣꯏ
ꯅꯤꯡꯇꯝꯕꯥ,ꯅꯤꯡ,ꯅꯤꯡ
ꯒꯨꯟꯗꯅ,ꯒꯨꯟ,ꯒꯨꯟ
ꯑꯣꯏꯅꯕꯒꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯃꯣꯏꯗꯤ,ꯃꯣꯏ,ꯃꯣꯏ
ꯁꯥꯡꯂꯝꯕ,ꯁꯥꯡ,ꯁꯥꯡ
ꯄꯥꯛꯊꯣꯛꯄꯅꯤ,ꯄꯥꯛ,ꯄꯥꯛ
ꯃꯍꯧꯁꯥꯒꯤꯗꯃꯛ,ꯍꯧ,ꯍꯧ
ꯇꯨꯝꯕ,ꯇꯨꯝ,ꯇꯨꯝ
ꯑꯣꯏꯕꯗꯤ,ꯑꯣꯏ,ꯑꯣꯏ
ꯃꯁꯛꯇꯨ,ꯁꯛ,ꯁꯛ
ꯄꯥꯡꯊꯣꯛꯅꯕ,ꯄꯥꯡ,ꯄꯥꯡ
ꯄꯣꯛꯄꯗꯤ,ꯄꯣꯛ,ꯄꯣꯛ
ꯃꯁꯛꯇꯤ,ꯁꯛ,ꯁꯛ
ꯂꯣꯏꯕꯅꯤ,ꯂꯣꯏ,ꯂꯣꯏ
ꯂꯅꯥꯢꯒꯤ,ꯂ,ꯂ
ꯁꯦꯝꯃꯤ,ꯁꯦꯝ,ꯁꯦꯝ
ꯁꯝꯕꯜꯗꯤ,ꯁꯝ,ꯁꯝꯕꯜ
ꯂꯩꯍꯜꯂꯨꯕꯗꯒꯤ,ꯂꯩ,ꯂꯩ
ꯈꯜꯂꯤꯔꯤꯕꯥ,ꯈꯜ,ꯈꯜ
ꯍꯥꯏꯔꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯈꯪꯗꯣꯛꯄꯥ,ꯈꯪ,ꯈꯪ
ꯃꯇꯧꯁꯤꯡꯁꯤ,ꯇꯧ,ꯇꯧ
ꯂꯩ,ꯂꯩ,ꯂꯩ
ꯌꯦꯡꯕ,ꯌꯦꯡ,ꯌꯦꯡ
ꯍꯦꯟꯅꯥꯕꯥꯒꯤ,ꯍꯦꯟ,ꯍꯦꯟ
ꯈꯪꯒꯠꯄꯥ,ꯈꯪ,ꯈꯪ
ꯀꯪꯂꯥ,ꯀꯪ,ꯀꯪ
ꯄꯥꯛꯇꯥ,ꯄꯥꯛ,ꯄꯥꯛ
ꯅꯪꯕꯨ,ꯅꯪ,ꯅꯪ
ꯐꯥꯅꯕꯥ,ꯐꯥ,ꯐꯥ
ꯆꯩꯒꯥꯕ,ꯆꯩ,ꯆꯩ
ꯁꯥꯏꯐꯝꯗꯥ,ꯁꯥꯏ,ꯁꯥꯏ
ꯄꯣꯊꯣꯛꯁꯨ,ꯄꯣ,ꯄꯣ
ꯑꯁꯩꯕꯥꯗ,ꯁꯩ,ꯁꯩ
ꯑꯁꯨꯕꯥ,ꯁꯨ,ꯁꯨ
ꯅꯥꯞꯄꯥꯗꯅꯤ,ꯅꯥꯞ,ꯅꯥꯞ
ꯍꯥꯏꯕꯗꯤ,ꯍꯥꯏ,ꯍꯥꯏ
ꯌꯥꯡꯕ,ꯌꯥꯡ,ꯌꯥꯡ
ꯑꯃꯥꯑꯣꯢꯕꯗꯥ,ꯃꯥ,ꯃꯥ
ꯅꯣꯏꯕ,ꯅꯣꯏ,ꯅꯣꯏ
ꯑꯣꯏꯁꯤꯟꯕ, ꯑꯣꯏ,ꯑꯣꯏ
ꯂꯣꯏꯕꯥ,ꯂꯣꯏ,ꯂꯣꯏ
ꯄꯥꯅꯕꯅꯤ,ꯄꯥ,ꯄꯥ
ꯁꯦꯟꯅꯕꯥ,ꯁꯦꯟ,ꯁꯦꯟ
